Expediente;Período;Legislatura;Fecha;Proponente;Parlamento;Título;Objeto
08104/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;23/07/2021;Congreso;Acción Popular;LEY QUE MODIFICA LA LEY 28094, LEY DE PARTIDOS POLÍTICOS PARA REGULAR LA LEGALIDAD DE PLANES DE GOBIERNO, E IMPEDIR LA ESTAFA POLITICA;Propone modificar los artículos 23-A y 36-B a la Ley de Partidos Políticos.
08103/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;23/07/2021;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL LA CREACIÓN DE LA UNIVERSIDAD NACIONAL DE LOS VALLE DE LOS RÍOS APURÍMAC, ENE Y MANTORO - UNIVRAEM;Propone declarar de necesidad pública y preferente interés nacional la creación de la Universidad Nacional de los Valle de ríos Apurímac, Ene y Mantaro - UNIVRAEM en el distrito Pichari, provincia de La Convención, región del Cusco.
08102/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;23/07/2021;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERES NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DEL TRAMO IZCUCHACA - MAYOCC, DE LA CARRETERA IZCUCHACA-HUANTA;Propone declarar de interés nacional y necesidad pública la construcción del tramo Izcuchaca - Mayocc, perteneciente a la carretera Izcuchaca-Huanta región Huancavelica a fin de afianzar la conectividad e integración en sus pueblos y las regiones vecinas.
08101/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;20/07/2021;Congreso;Podemos Perú;LEY QUE PROMUEVE EL INICIO DE LA DEMARCACIÓN TERRITORIAL PARA LA CREACIÓN DE PROVINCIAS Y DISTRITOS;Propone promover el inicio de la demarcación territorial para la creación de provincias y distritos.
08100/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;20/07/2021;Congreso;Somos Perú;"LEY QUE DECLARA DE INTERES NACIONAL LA INVESTIGACIÓN, RECUPERACIÓN, CONSERVACIÓN Y PUESTA EN VALOR """"LA CAPILLA DE PUCYU ÑAHUI, SU CERCO PARIMETRICO Y TORRE CAMPANARIO"""" UBICADO EN LA COMUNIDAD CAMPESINA DE JALCCO, DISTRITO DE LIVITACA, PROVINCIA DE CHUMBIVILCAS, DEPARTAMENTO DE CUSCO";"Propone declara de interés nacional la investigación, recuperación, conservación y puesta en valor """"La Capilla de Pucyu Ñahui, su Cerco Perimétrico y Torre Campanario """" ubicado en la comunidad campesina de Jalcco, distrito de Livitaca, provincia de Chumbivilcas, departamento de Cusco"
08099/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;20/07/2021;Congreso;Alianza Para el Progreso;LEY QUE PROPONE LA CREACIÓN DE LA UNIVERSIDAD NACIONAL PEDRO VILCAPAZA ALARCON DE AZÁNGARO (UNAPEVA);Propone la creación de la Universidad Nacional Pedro Vilcapaza Alarcón de Azángaro (UNAPEVA).
08098/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;19/07/2021;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE CCOCHAPAMPA EN LA PROVINCIA DE HUAMANGA, DEPARTAMENTO DE AYACUCHO;Propone declarar de necesidad pública e interés nacional la creación del distrito de Ccochapampa en la provincia de Huamanga, departamento de Ayacucho.
08097/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY DE REFORMA CONSTITUCIONAL QUE RECONOCE COMO SUJETOS DE DERECHO A LOS RÍOS AMAZÓNICOS, ESTABLECE UN SISTEMA ESPECIAL DE PROTECCIÓ Y CONSERVACIÓN INTEGRAL POR SUS ESPECIALES CONDICIONES;Propone reconocer a los ríos de la Amazonía como sujeto y titulares de derecho debido al valor intrínseco que tienen y la importancia que detenta con respecto al medio ambiente y ecosistemas del Perú, a fin de garantizar su protección especial.
08096/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE DECLARA DE INTRERÉS NACIONAL EL SISTEMA DE LA CUENCA DEL RIO LURIN;Propone declarar de interés nacional el sistema de la Cuenca del Río Lurín.
08095/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Nueva Constitución;LEY QUE DECLRAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA, EQUIPAMIENTO Y RECATEGORIZACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO DE CARAZ, PROVINCIA DE HUAYLAS, DE NIVEL II-1 A CATEGORIA III NIVEL 1;Propone declarar de interés nacional y necesidad pública la recategorización del Hospital de Apoyo de Caraz, provincia de Huaylas, de Nivel II-1 a categoría III Nivel 1, así como el mejoramiento de su equipamiento y capacidad resolutiva de los servicios de salud.
08094/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS SOCIAL Y NECESIDAD PUBLICA LA EJECUCIÓN DEL PROYECTO DE MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA VÍA DE EVITAMIENTO DE LA PROVINCIA DE ANTA, EN LA REGION DE CUSCO;Propone declarar de necesidad pública e interés Social la ejecución y asfaltado del proyecto de mejoramiento de la transitabilidad vehicular y peatones de la vía de evitamiento, que inicia en la carretera nacional asfaltado ruta PE -35, Anta (Km 00+000 Sector de Mesa Pata) a través del camino vecinal (CU 1251) y concluye en la carretera nacional PE - 3S - Anta (Km 04+015, Sector Nuevo Primavera, con tramo asfaltado de 4.019 Km. De longitud.
08093/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Podemos Perú;LEY QUE INCORPORA NUEVA CAUSAL DE VACANCIA EN EL ARTÍCULO 22 DE LA LEY 27972, LEY ORGÁNICA DE MUNICIPALIDADES;Propone incorporar el numeral 11) al artículo 22.- Vacancia del cargo de alcalde o regidor, de la Ley Orgánica de Municipalidades.
08092/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Multipartidario;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE SINCHIMACHE, EN LA PROVINCIA DE CUTERVO EN EL DEPARTAMENTO DE CAJAMARCA;Propone declarar de interés nacional y necesidad pública la creación del distrito de Sinchimache, en la provincia de Cutervo, en el departamento de Cajamarca.
08091/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Nueva Constitución;LEY QUE DECLARA DE INTERÉS NACIONAL, NECESIDAD PÚBLICA Y DISPONE LA CREACIÓN DE LA ZONA FRANCA COMERCIAL, INDUSTRIAL Y TECNOLÓGICA A LA REGIÓN PUNO;Propone declarar de interés nacional y necesidad pública y dispone la creación de la zona franca industrial y tecnológica a la región Puno.
08090/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Nueva Constitución;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN Y EQUIPAMIENTO DE UN HOSPITAL EN EL DISTRITO DE CRUCERO, PROVINCIA DE CARABAYA DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública la construcción y equipamiento de un hospital en el distrito de Crucero, provincia de Carabaya, departamento de Puno.
08089/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Nueva Constitución;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DEL DISTRITO DE AZAROMA, PROVINCIA DE CARABAYA, DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y necesidad pública la creación del distrito de Azaroma, provincia de Carabaya, departamento de Puno.
08088/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERES NACIONAL EL MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA, EQUIPAMIENTO Y RECATEGORIZACIÓN DEL CENTRO DE SALUD (CATEGORÍA 1. 4) AL HOSPITAL CATEGIRÍA II. 1 DE LA PROVINCIA DE URUBAMBA, DEPARTAMENTO DE CUSCO;Propone declarar de necesidad pública e interés nacional el mejoramiento de la capacidad resolutiva, equipamiento y recategorización del centro de salud (categoría 1. 4) al hospital categoría II. 1 de la provincia de Urubamba, departamento de Cusco.
08087/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Alianza Para el Progreso;LEY QUE OTORGA EL TITULO HONORIFICO DE HEROE NACIONAL AL SGTO 2 (F) GABINO PUÑO COLQUE, FALLECIDO EN LA CAMPAÑA CONTRA COLOMBIA EN 1933;Propone otorgar el titulo honorifico de héroe nacional al SGTO 2 (F) Gabino Puño Colque, fallecido en la campaña contra Colombia en el año de 1933.
08086/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Acción Popular;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA OPERATIVIDAD DE UNA PLANTA DE PRODUCCIÓN DE VACUNAS CONTRA LA COVID-19;Propone declarar de interés nacional y necesidad pública la creación y operación de una planta de producción de vacunas contra la covid-19 para inoculación de la población nacional.
08085/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Acción Popular;LEY QUE CREA EL SISTEMA NACIONAL UNIFICADO DE SALUD - SUS;Propone crear el sistema Nacional Unificado de Salud - SUS, cuyo ente rector es el Ministro de Salud, quien asumirá la conducción administrativa de los Hospitales de nivel II y III que se encuentran a cargo de las direcciones o gerencias regionales de salud de los gobiernos regionales.
08084/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;16/07/2021;Congreso;Acción Popular;LEY QUE CREA EL SISTEMA NACIONAL UNIFICADO DE SALUD;Propone crear el Sistema Nacional Unificado de Salud - SUS, cuyo ente rector será el Ministro de Salud quien asumirá la conducción administrativa de los Hospitales de nivel II y III que se encuentran a cargo de las direcciones o gerencias regionales de salud de los gobiernos regionales.
08083/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Fuerza Popular;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN DEL AEROPUERTO DE NASCA EN LA PROVINCIA DE NASCA EN EL DEPARTAMENTO DE ICA;Propone declarar de necesidad pública e interés nacional la construcción de un aeropuerto en la provincia de Nasca en el departamento de Ica para promover su desarrollo sostenible, sin menoscabo de sus áreas arqueológicas protegidas y el medio ambiente.
08082/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Nueva Constitución;LEY QUE PROMUEVE LA DECLARACION DE LA PIROTECNIA ARTISTICA: CASTILLOS MULTIFORMES, COMO PATRIMONIO INMATERIAL DE LA NACIÓN;Propone declarar el uso de la pirotecnia artesanal: castillos multiformes, en festividades culturales a nivel nacional, como patrimonio inmaterial de la nación.
08081/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Nueva Constitución;"LEY QUE MODIFICA EL ARTICULO 75 DE LA LEY N° 29338, LEY DE RECURSOS HÍDRICOS Y QUE DECLARA COMO """"ZONA DE RESERVA INTANGIBLE Y DE CONSERVACIÓN INTEGRAL LA PROTECCIÓN DE LAS CABECERAS DE CUENCAS HIDROGRÁFICAS""""";"Propone declarar """"Zona reserva intangible y de conservación integral, protección y promoción a las cabeceras de cuencas hidrográficas."
08080/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Nueva Constitución;LEY DE DESARROLLO CONSTITUCIONAL DEL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA;Propone desarrollar el artículo 139 inciso 22 de la Constitución Política del Perú.
08079/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Nueva Constitución;LEY QUE MODIFICA EL DECRETO LEGISLATIVO N° 1098 Y CREA EL VICEMINISTERIO DEL ADULTO MAYOR;Propone modificar el artículo 10 del Decreto Legislativo 1098 que aprueba la Ley de Organización y Funciones del Ministerio de la Mujer y Poblaciones Vulnerables.
08078/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Nueva Constitución;LEY QUE DEROGA LOS ARTICULOS 585, 586, 587, 588, 589, 590, 591, 592, 593, 594, 595, 596 DEL CODIGO PROCESAL CIVIL Y QUE CREA UN NUEVO PROCEDIMIENTO ADMINISTRATIVO POLICIAL DE DESALOJO;Propone crear un nuevo procedimiento administrativo policial y derogar el procedimiento judicial establecido en el Código Procesal Civil en los artículos 585, 586, 587, 588, 589, 590, 591, 592, 593, 594, 595, 596.
08077/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY PARA LA FABRICACIÓN DE VACUNAS CONTRA EL SARS COV-2 POR TRANSFERENCIA TECNOLÓGICA;Propone fabricar vacunas contra el SARS-CoV-2 por transferencia tecnológica.
08076/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Unión por el Perú;LEY QUE MODIFICA DIVERSOS ARTÍCULOS DE LA LEY 28054, LEY DE PROMOCIÓN DEL MERCADO DE BIOCOMBUSTIBLES;Propone modificar de los artículos 1, 2, 4 y 5 de Ley 28054, Ley de Promoción de Mercado de Biocombustible, así como de su Primera, Segunda, Tercera y Cuarta Disposición Complementaria y Transitoria.
08075/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Unión por el Perú;LEY QUE DECLARA DE NECESIDAD PÚBLICA EL ACCESO DEL SERVICIO ELÉCTRICO EN ZONAS RURALES DE LA REGIÓN PUNO;Propone declarar de necesidad pública del acceso al servicio eléctrico en las zonas rurales de la región Puno, a fin de ampliar y mejorar las líneas de generación eléctrica, atendiendo a hogares e instituciones educativas primarias y secundarias.
08074/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Podemos Perú;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CULMINACION DE LA INTERCONEXIÓN VIAL ENTREL LOS DISTRITOS DE LURIGANCHO Y SAN JUAN DE LURIGANCHO QUE SE INTERCONECTAN Y EMPALMA AL SISTEMA DEL ANILLO VIAL QUE UNE LA CARRETERA CENTRAL CON LA AV. TUPAC AMARU EN LA PROVINCIA Y DEPARTAMENTO DE LIMA;Propone declarar de necesidad pública e interés nacional, la culminación de la interconexión vial entre los distritos de Lurigancho y San Juan de Lurigancho que se interconecta y empalma al sistema del anillo vial que une la Carretera Central con la Av. Túpac Amaru en la provincia y departamento de Lima.
08073/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Podemos Perú;LEY QUE MODIFICA EL SEGUNDO PÁRRAFO DEL ARTÍCULO 22 DEL CÓDIGO PENAL;Propone modificar el segundo párrafo del artículo 22 del Código Penal promulgado por Decreto Legislativo 635.
08072/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Podemos Perú;LEY QUE PROMUEVE EL USO DEL YESO AGRÍCOLA EN EL MEJORAMIENTO, ACONDICIONAMIENTO Y FERTILIZACIÓN DE LOS SUELOS AGRÍCOLAS DEL PERÚ;Propone promover el uso del yeso agrícola en el mejoramiento, acondicionamiento u fertilización de los suelos agrícolas del Perú.
08071/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;15/07/2021;Congreso;Unión por el Perú;"LEY QUE FACULTA EL USO DEL DIOXIDO DE CLORO SATURADO EN AGUA A DOSIS ADECUADAS PARA EL CONSUMO HUMANO COMO COADYUVANTE EN EL TRATAMIENTO DE LA COVID 19""";Propone facultar a la población en general, con supervisión médica bajo consentimiento informado, el uso del dióxido de cloro saturado en agua a dosis adecuadas para el consumo humano como coadyuvante en el tratamiento de la COVID 19.
08070/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Fuerza Popular;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN E IMPLEMENTACIÓN DE UN HOSPITAL CON CATEGORÍA III-1 EN LA PROVINCIA DE HUAYTARA EN EL DEPARTAMENTO DE HUANCAVELICA;Propone declarar de necesidad pública e interés nacional la construcción e implementación de un hospital con categoría III - 1 en la ciudad de Huaytará en la provincia de Huaytará en el departamento de Huancavelica, para garantizar la adecuada atención del servicio de salud pública, bajo criterios de seguridad, oportunidad y calidad
08069/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Frente Popular Agrícola del Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA SOCIEDAD DE BENEFICENCIA DE LA PROVINCIA DE CORONEL PORTILLA;Propone declarar de interés nacional y necesidad pública la creación de la Sociedad de Beneficencia de la provincia de Coronel Portillo.
08068/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE FOMENTA LA TECNIFICACIÓN DE LA PRODUCCIÓN Y DISTRIBUCIÓN DE PAPA DE LA ZONA SUR ANDINA;Propone fomentar la tecnificación de la producción y distribución de papa de la zona Sur Andina
08067/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Descentralización Democrática;"LEY QUE MODIFICA EL ANEXO II """"FACTOR EXPERIENCIA PARA EL SERVICIO POLICIAL"""" DEL DECRETO LEGISLATIVO 1149, LEY DE LA CARRERA Y SITUACIÓN DEL PERSONAL DE LA POLICÍA NACIONAL DEL PERÚ";Propone modificar el Anexo II Factor Experiencia para el Servicio Policial del Decreto Legislativo 1149, Ley de la Carrera y Situación del Personal de la Policía Nacional del Perú
08066/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Alianza Para el Progreso;LEY QUE PROPONE SE DECLARE DE INTERÉS NACIONAL Y PREFERENTE NECESIDAD PÚBLICO LA REORGANIZACIÓN GEOGRÁFICA - TERRITORIAL URBANA DE LA PROVINCIA DE SAN ROMÁN EN EL DEPARTAMENTO DE PUNO;Propone declarar de interés nacional y preferente necesidad pública la reorganización geográfica - territorial urbana de la provincia de San Román en el departamento de Puno, a fin de lograr un adecuado desarrollo urbano con la creación de distritos adicionales al distrito San Miguel, acorde a su distribución especial y crecimiento poblacional.
08065/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Unión por el Perú;LEY DE LA SALA CUNA EN INSTITUCIONES PÚBLICAS Y PRIVADAS;Propone modificar el artículo 1, 2, 3, 4 e incorporar el artículo 5 a la Ley que establece la implementación de lactarios en las instituciones del sector público y del sector privado promoviendo la lactancia materna, Ley 29896.
08064/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Acción Popular;LEY QUE DISPONE EL TRASLADO Y REUBICACIÓN DEL AEROPUERTO INTERNACIONAL CAPITÁN FAP JOSÉ A. QUIÑONES GONZALES DE CHICLAYO - LAMBAYEQUE;Propone disponer el traslado y reubicación del Aeropuerto Internacional Capitán FAP José Abelino Quiñones Gonzales de Chiclayo al distrito de Mórrope de la provincia y departamento de Lambayeque.
08063/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Alianza Para el Progreso;LEY QUE PROMUEVE MEDIDAS PARA REACTIVAR EL TRANSPORTE FLUVIAL EN EL DEPARTAMENTO DE LORETO EN EL MARCO DE LA EMERGENCIA POR LA PANDEMIA DEL COVID-19;Propone establecer medidas orientadas a reactivar el transporte fluvial en el departamento de Loreto y promover su recuperación económica en el marco de la emergencia por la pandemia del Covid-19.
08062/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Somos Perú;LEY DE FORTALECIMIENTO DEL PODER JUDICIAL, DURACIÓN DE MANDATOS, DIRECCIÓN DE ÓRGANOS DE APOYO DEL PODER JUDICIAL Y DERECHOS DE LOS JUECES Y TERMINACIÓN DE LA CARRERA JUDICIAL;Propone fortalecer el Poder Judicial, duración de mandatos, Dirección de Órganos de Apoyo del Poder Judicial y derechos de los jueces y terminación de la carrera judicial.
08061/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;14/07/2021;Congreso;Unión por el Perú;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA REHABILITACIÓN DE LA AV. PROCERES DE LA INDEPENDENCIA, EN EL DISTRITO DE SAN JUAN DE LURIGANCHO, PROVINCIA Y DEPARTAMENTO DE LIMA;Propone declarar de interés nacional y necesidad pública la rehabilitación de la Av Próceres de la Independencia, en el distrito de San Juan de Lurigancho, provincia y departamento de Lima.
08060/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Somos Perú;LEY QUE ESTABLECE MEDIDAS EXTRAORDINARIAS PARA LA RECUPERACIÓN DE LA DEUDA GENERADA POR LAS ENTIDADES EMPLEADORAS POR INCUMPLIMIENTO EN EL PAGO DE LAS APORTACIONES AL SEGURO SOCIAL DE SALUD - ESSALUD, A FIN DE GARANTIZAR LA CONTINUIDAD DE LAS PRESTACIONES DE SALUD EN EL MARCO DE LA EMERGENCIA SANITARIA Y ESTADO DE EMERGENCIA NACIONAL;Propone establecer medidas extraordinarias para la recuperación de la deuda generada por las entidades empleadoras por incumplimiento en el pago de las aportaciones al Seguro Social de Salud - ESSALUD, a fin de garantizar la continuidad de las prestaciones de Salud en el Marco de la emergencia sanitaria y estado de emergencia nacional.
08059/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Somos Perú;LEY QUE PROHIBE LA UTILIZACIÓN DE RECURSOS ECONÓMICOS Y LOGISTICOS DESTINADOS A LA PROMOCIÓN, PREVENCIÓN, DIAGNÓSTICO, TRATAMIENTO Y REHEBILITACIÓN DEL CÁNCER PARA OTROS FINES;Propone prohíber la utilización de recursos económicos y logísticos destinados a la promoción, prevención, diagnóstico, tratamiento y rehabilitación del cáncer para otros fines
08058/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Somos Perú;LEY QUE MODIFICA EL ARTÍCULO 6 DE LA LEY 31041 LEY DE URGENCIA MÉDICA PARA LA DETERCCIÓN OPORTUNA Y ATENCIÓN INTEGRAL DEL CÁNCER DEL NIÑO Y ADOLESCENTES;Propone modificar el artículo 6 de la Ley 31041 Ley de Urgencia Médica para la detención oportuna y atención integral del cáncer del niño y del adolescente.
08057/2020-CGR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Contraloría General de la República;;LEY QUE FACULTA EXCEPCIONALMENTE A LAS ENTIDADES DEL GOBIERNO NACIONAL,GOBIERNO REGIONAL Y LOCALES A CONTRATAR A LAS SOCIEDADES DE AUDITORÍA;Propone otorgar a la Contraloría General de la República la facultad de delegar de manera temporal a las entidades del Gobierno Nacional, los Gobiernos Regionales y los Gobiernos Locales la contratación de las Sociedades de Auditoría que hayan sido previamente designadas por la Contraloría General de la República.
08056/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Unión por el Perú;LEY QUE MODIFICA LOS ARTÍCULOS 49 Y 75 DE LA LEY 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD;Propone modificar los artículos 49 y 75 de la Ley 29973, Ley General de la Persona con Discapacidad
08055/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Unión por el Perú;"LEY QUE DECLARA DE INTERES NACIONAL EL RECONOCIMIENTO DEL DISTRITO DE CONIMA COMO """"CUNA DE SIKURIS""""";Propone declarae de interés nacional el reconocimiento del distrito de Conima como Cuna de Sikuris.
08054/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Acción Popular;LEY QUE DECLARA DE INTERES NACIONAL LA PROMOCIÓN Y REACTIVACIÓN DE LA ARTESANÍA EN EL PERÚ;Propone declarar de interés nacional la promoción y reactivación de la artesanía en el Perú.
08053/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Acción Popular;LEY QUE OTORGA BENEFICIOS MEDIANTE LOTES DE TERRENO PARA VIVIENDA A LOS LICENCIADOS DE LAS FUERZAS ARMADAS QUE PARTICIPARON EN LA LUCHA CONTRA EL TERRORISMO EN EL PERIODO 1980-2000;Propone otorgar beneficios mediante lotes de terreno para vivienda a los licenciados de las Fuerzas Armadas que participaron en la lucha contra el terrorismo en el periodo 1980-2000.
08052/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Alianza Para el Progreso;LEY QUE PROPONE SE DECLARE DE INTERÉS NACIONAL Y PREFERENTE NECESIDAD PÚBLICA LA CREACIÓN DE LA AUTORIDAD AUTÓNOMA PARA LA DESCONTAMINACIÓN Y EL DESARROLLO INTEGRAL DE LA CUENCA LLALLIMAYO EN EL DEPARTAMENTO DE PUNO;propone declarar de interés y preferente necesidad pública la creación de la autoridad autónoma para la descontaminación y el desarrollo integral de la cuenca Llallimayo en el departamento de Puno.
08051/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Alianza Para el Progreso;LEY QUE DECLARA DE PRIORITARIO INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE UNIDADES PRODUCTIVAS DE INVESTIGACIÓN, PARA EL MEJORAMIENTO GENÉTICO, COMERCIALIZACIÓN, VALOR AGREGADO Y CRIANZA ADECUADA DE CAMÉLIDOS SUDAMERICANOS EN EL PERÚ;Propone declara de prioritario interés nacional y necesidad pública la creación de Unidades Productivas de Investigación, para el Mejoramiento Genético, Comercialización, Valor Agregado y Crianza Adecuada de Camélidos Sudamericanos en el Perú.
08050/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;13/07/2021;Congreso;Nueva Constitución;LEY QUE CREA Y REGULA LA ZONA ECONOMICA ESPECIAL DE AREQUIPA;"Propone declarar de interés nacional y crease la Zona Económica Especial de Arequipa ZEEDA, para la realización de actividades industriales, agroindustriales de maquila y de servicios; con la finalidad de contribuir al desarrollo socioeconómico sostenible del departamento de Arequipa, a través de la promoción de la inversión y desarrollo tecnológico."
08049/2020-CR;2016 - 2021;Cuarta Legislatura Ordinaria 2020;12/07/2021;Congreso;Unión por el Perú;LEY QUE MODIFICA EL ARTÍCULO 50 DEL CÓDIGO PENAL, PARA QUE EL JUEZ PUEDA IMPONER PENAS ACUMULATIVAS POR CADA DELITO;Propone modifica el artículo 50° del Código Penal, para que el juez pueda imponer penas acumulativas por cada delito.
